startCpG,endCpG,chr_hg38,start_hg38,end_hg38,strand_hg38
8627679,8627683,chr5,140322972,140323138,+
8627854,8627859,chr5,140342423,140342583,+
8645801,8645806,chr5,141491546,141491590,+
8645873,8645882,chr5,141492329,141492419,+
8645900,8645905,chr5,141492595,141492633,+
8646421,8646428,chr5,141528578,141529005,+
8647124,8647130,chr5,141605654,141605915,+
8650128,8650133,chr5,141836086,141836232,+
8650134,8650138,chr5,141836353,141836419,+
8650217,8650221,chr5,141841926,141841958,+
8650707,8650720,chr5,141866154,141866402,+
8650768,8650774,chr5,141869534,141869738,+
8653419,8653424,chr5,142058355,142058611,+
8654748,8654753,chr5,142166395,142166571,+
8655428,8655433,chr5,142216380,142216426,+
8655544,8655548,chr5,142223568,142223652,+
8656594,8656600,chr5,142304315,142304377,+
8658222,8658227,chr5,142403652,142403940,+
8659270,8659275,chr5,142499787,142499965,+
8659337,8659343,chr5,142507516,142507716,+
8659349,8659354,chr5,142508049,142508222,+
8659354,8659360,chr5,142508300,142508398,+
8659710,8659714,chr5,142542328,142542428,+
8661260,8661265,chr5,142674586,142674690,+
8661789,8661799,chr5,142720938,142721249,+
8663026,8663030,chr5,142846252,142846381,+
8663079,8663085,chr5,142851285,142851397,+
8663137,8663141,chr5,142857531,142857746,+
8663278,8663287,chr5,142871041,142871510,+
8663318,8663322,chr5,142874512,142874603,+
8663322,8663327,chr5,142874731,142874816,+
8663655,8663660,chr5,142913807,142913974,+
8663683,8663687,chr5,142915834,142915953,+
8664156,8664160,chr5,142977785,142977872,+
8665515,8665520,chr5,143140969,143141179,+
8665545,8665552,chr5,143143175,143143388,+
8665804,8665811,chr5,143177346,143177560,+
8666014,8666021,chr5,143206448,143206652,+
8666200,8666205,chr5,143222302,143222449,+
8666431,8666438,chr5,143243990,143244256,+
8667454,8667458,chr5,143400117,143400217,+
8667460,8667465,chr5,143400498,143400712,+
8667467,8667471,chr5,143400966,143401140,+
8668723,8668727,chr5,143561361,143561489,+
8678320,8678324,chr5,145220613,145220764,+
8679931,8679935,chr5,145531509,145531644,+
8682645,8682649,chr5,145937446,145937524,+
8682657,8682665,chr5,145938070,145938158,+
8682665,8682670,chr5,145938174,145938272,+
8682724,8682728,chr5,145949161,145949353,+
8682936,8682940,chr5,145979559,145979975,+
8683267,8683274,chr5,146027892,146028069,+
8684210,8684217,chr5,146137949,146138107,+
8694515,8694520,chr5,147417143,147417315,+
8699477,8699482,chr5,148090587,148091071,+
8699482,8699486,chr5,148091190,148091247,+
8699835,8699839,chr5,148147562,148147795,+
8703831,8703835,chr5,148809459,148809612,+
8704573,8704577,chr5,148909079,148909325,+
8704993,8704999,chr5,148965883,148966052,+
8709690,8709694,chr5,149452481,149452578,+
8709701,8709708,chr5,149453321,149453481,+
8709992,8709996,chr5,149471823,149471956,+
8711086,8711091,chr5,149561444,149561713,+
8711373,8711378,chr5,149583285,149583416,+
8711556,8711560,chr5,149603222,149603415,+
8711624,8711630,chr5,149608533,149608951,+
8712365,8712370,chr5,149671606,149671926,+
8713195,8713201,chr5,149732679,149732782,+
8713369,8713374,chr5,149747309,149747659,+
8713493,8713497,chr5,149757251,149757314,+
8713497,8713503,chr5,149757396,149757588,+
8713644,8713648,chr5,149771568,149771757,+
8713755,8713760,chr5,149780921,149780984,+
8715621,8715625,chr5,149943161,149943212,+
8716512,8716525,chr5,150021760,150022019,+
8719116,8719122,chr5,150209529,150209581,+
8721875,8721881,chr5,150411524,150412245,+
8723411,8723420,chr5,150497708,150497891,+
8723577,8723581,chr5,150510115,150510248,+
8723584,8723590,chr5,150510513,150510802,+
8724745,8724751,chr5,150589955,150590085,+
8725165,8725170,chr5,150618924,150619069,+
8725180,8725190,chr5,150619449,150619655,+
8725518,8725522,chr5,150641053,150641137,+
8725533,8725539,chr5,150642466,150642907,+
8727406,8727411,chr5,150790219,150790542,+
8729192,8729196,chr5,151038122,151038303,+
8730077,8730083,chr5,151100023,151100184,+
8730164,8730171,chr5,151107148,151107482,+
8730178,8730182,chr5,151108199,151108371,+
8730747,8730751,chr5,151156688,151157028,+
8731406,8731411,chr5,151212002,151212631,+
8731435,8731441,chr5,151214678,151214970,+
8732049,8732053,chr5,151257773,151257839,+
8735291,8735302,chr5,151591135,151591460,+
8735323,8735328,chr5,151593258,151593340,+
8736138,8736144,chr5,151678016,151678338,+
8736220,8736224,chr5,151685928,151686018,+
8736381,8736386,chr5,151699247,151699349,+
8752578,8752583,chr5,154198210,154198492,+
8753352,8753359,chr5,154302041,154302417,+
8757711,8757716,chr5,154655020,154655185,+
8758354,8758358,chr5,154691938,154691979,+
8758644,8758657,chr5,154712416,154713150,+
8758666,8758672,chr5,154714840,154714918,+
8758975,8758979,chr5,154741151,154741228,+
8759144,8759149,chr5,154753899,154754094,+
8759615,8759620,chr5,154771588,154771676,+
8760353,8760359,chr5,154835566,154835674,+
8772882,8772886,chr5,156664226,156664374,+
8775635,8775639,chr5,157034694,157034842,+
8778203,8778211,chr5,157271762,157272019,+
8779854,8779863,chr5,157447265,157447404,+
8779889,8779895,chr5,157449423,157449733,+
8780647,8780651,chr5,157513451,157513493,+
8781185,8781190,chr5,157563572,157563618,+
8785389,8785393,chr5,157913053,157913203,+
8785545,8785549,chr5,157926550,157926611,+
8786022,8786027,chr5,157961449,157961499,+
8793963,8793967,chr5,159022290,159022328,+
8793967,8793971,chr5,159022345,159022421,+
8794572,8794591,chr5,159096251,159096614,+
8794592,8794598,chr5,159096620,159096707,+
8795223,8795227,chr5,159133110,159133147,+
8799705,8799709,chr5,159732336,159732547,+
8800762,8800767,chr5,159865440,159865495,+
8800850,8800855,chr5,159878082,159878146,+
8801256,8801262,chr5,159917962,159918178,+
8801262,8801267,chr5,159918202,159918287,+
8802841,8802846,chr5,160064964,160065039,+
8802846,8802850,chr5,160065302,160065486,+
8802915,8802920,chr5,160071604,160071739,+
8806132,8806139,chr5,160287639,160287999,+
8806188,8806195,chr5,160291578,160291754,+
8808001,8808010,chr5,160433943,160434344,+
8808656,8808661,chr5,160506662,160506850,+
8811441,8811446,chr5,160924519,160924734,+
8821464,8821469,chr5,162684259,162684729,+
8826245,8826249,chr5,163419812,163419939,+
8828860,8828865,chr5,163730444,163730645,+
8838968,8838972,chr5,165370369,165370587,+
8839276,8839280,chr5,165420507,165420541,+
8860560,8860564,chr5,168074729,168074842,+
8863067,8863071,chr5,168288268,168288374,+
8863075,8863083,chr5,168288527,168288663,+
8863085,8863089,chr5,168289025,168289068,+
8863302,8863310,chr5,168296037,168296220,+
8863426,8863430,chr5,168305448,168305561,+
8863528,8863535,chr5,168314776,168314983,+
8863540,8863544,chr5,168315414,168315447,+
8863551,8863557,chr5,168316139,168316300,+
8863557,8863562,chr5,168316415,168316662,+
8863880,8863887,chr5,168346307,168346871,+
8863970,8863974,chr5,168353427,168353478,+
8863978,8863982,chr5,168353755,168353887,+
8864501,8864505,chr5,168402216,168402271,+
8864607,8864611,chr5,168409707,168409733,+
8864611,8864617,chr5,168409778,168409877,+
8866869,8866873,chr5,168589795,168589893,+
8869184,8869193,chr5,168819340,168819531,+
8869194,8869198,chr5,168819587,168819626,+
8869268,8869273,chr5,168826303,168826455,+
8878999,8879003,chr5,169978911,169979100,+
8880603,8880610,chr5,170151129,170151650,+
8881202,8881206,chr5,170207077,170207208,+
8881596,8881602,chr5,170254205,170254359,+
8881875,8881879,chr5,170278416,170278629,+
8882024,8882035,chr5,170296411,170296912,+
8882036,8882049,chr5,170297041,170297653,+
8882049,8882055,chr5,170297690,170297800,+
8882365,8882369,chr5,170330942,170331016,+
8882397,8882401,chr5,170333338,170333434,+
8882644,8882651,chr5,170355914,170356117,+
8886865,8886871,chr5,170755761,170756153,+
8887112,8887116,chr5,170773368,170773568,+
8887546,8887550,chr5,170821555,170821745,+
8896196,8896205,chr5,171596526,171596694,+
8896205,8896214,chr5,171596771,171596870,+
8896392,8896401,chr5,171615315,171615501,+
8897042,8897047,chr5,171667831,171667982,+
8897047,8897056,chr5,171668002,171668100,+
8897056,8897062,chr5,171668104,171668124,+
8899860,8899864,chr5,171945656,171945744,+
8902015,8902019,chr5,172102934,172103062,+
8902021,8902029,chr5,172103188,172103373,+
8902029,8902034,chr5,172103414,172103552,+
8902275,8902293,chr5,172114684,172114941,+
8902294,8902303,chr5,172115049,172115265,+
8902303,8902313,chr5,172115323,172115702,+
8902904,8902913,chr5,172150875,172151114,+
8903290,8903297,chr5,172174024,172174117,+
8903328,8903336,chr5,172175633,172175929,+
8903374,8903384,chr5,172178333,172178592,+
8903395,8903410,chr5,172179495,172179891,+
8903509,8903518,chr5,172184993,172185330,+
8903526,8903532,chr5,172185758,172186040,+
8906223,8906236,chr5,172355168,172355458,+
8906594,8906602,chr5,172381132,172381277,+
8907051,8907057,chr5,172414610,172414673,+
8907112,8907116,chr5,172418663,172418732,+
8907287,8907291,chr5,172429410,172429595,+
8907659,8907665,chr5,172452788,172453084,+
8907833,8907837,chr5,172455895,172455952,+
8909123,8909130,chr5,172557262,172557427,+
8909152,8909158,chr5,172559033,172559143,+
8909216,8909221,chr5,172564073,172564323,+
8909221,8909229,chr5,172564342,172564587,+
8909229,8909233,chr5,172564639,172564748,+
8909296,8909304,chr5,172570036,172570135,+
8912157,8912161,chr5,172733547,172733651,+
8912161,8912173,chr5,172733674,172734147,+
8912728,8912733,chr5,172766732,172766901,+
8912760,8912771,chr5,172768780,172768992,+
8912771,8912776,chr5,172769019,172769286,+
8913207,8913212,chr5,172788835,172788884,+
8913299,8913303,chr5,172795489,172795548,+
8914054,8914060,chr5,172850156,172850376,+
8914222,8914228,chr5,172859259,172859595,+
8914239,8914246,chr5,172860597,172860955,+
8914246,8914255,chr5,172861019,172861160,+
8914424,8914433,chr5,172873039,172873156,+
8914511,8914515,chr5,172879251,172879343,+
8914930,8914938,chr5,172904918,172905178,+
8924361,8924365,chr5,173555342,173555357,+
8926049,8926053,chr5,173689432,173689585,+
8926524,8926530,chr5,173721818,173721896,+
8927105,8927113,chr5,173766729,173766834,+
8927113,8927123,chr5,173766868,173766987,+
8927863,8927867,chr5,173833811,173833873,+
8928343,8928347,chr5,173885863,173885939,+
8928456,8928461,chr5,173889598,173890139,+
8928461,8928465,chr5,173890216,173890261,+
8928465,8928478,chr5,173890329,173890782,+
8928481,8928485,chr5,173891752,173892260,+
8931209,8931213,chr5,174176127,174176156,+
8934555,8934562,chr5,174503585,174503869,+
8934649,8934653,chr5,174511846,174512057,+
8947458,8947467,chr5,175682095,175682223,+
8950633,8950639,chr5,175914098,175914230,+
8950639,8950651,chr5,175914393,175914733,+
8951604,8951608,chr5,176007347,176007455,+
8953664,8953668,chr5,176166638,176166792,+
8955873,8955878,chr5,176317694,176318225,+
8957275,8957287,chr5,176400511,176400883,+
8960078,8960083,chr5,176545877,176545997,+
8963964,8963970,chr5,176726856,176726935,+
8975400,8975418,chr5,177366731,177367018,+
8975418,8975438,chr5,177367040,177367385,+
8975438,8975465,chr5,177367398,177367630,+
8975507,8975513,chr5,177368723,177368871,+
8976121,8976138,chr5,177400022,177400232,+
8977002,8977017,chr5,177431512,177431773,+
8977017,8977023,chr5,177431957,177432049,+
8978056,8978065,chr5,177462292,177462569,+
8980004,8980011,chr5,177537659,177537992,+
8980196,8980202,chr5,177553285,177553318,+
8980400,8980408,chr5,177559720,177560045,+
8985125,8985147,chr5,177924324,177925260,+
8985585,8985590,chr5,177947880,177948028,+
8985590,8985594,chr5,177948039,177948120,+
8988063,8988067,chr5,178087445,178087490,+
8989023,8989036,chr5,178124188,178124726,+
8991512,8991526,chr5,178239510,178239848,+
8992546,8992553,chr5,178289610,178289737,+
8993448,8993454,chr5,178331509,178331588,+
8993454,8993463,chr5,178331614,178331942,+
8995452,8995462,chr5,178428997,178429212,+
8996126,8996131,chr5,178467577,178467859,+
8996136,8996142,chr5,178468000,178468071,+
8996393,8996401,chr5,178483740,178483920,+
9001549,9001553,chr5,178779188,178779212,+
9015571,9015576,chr5,179519806,179519909,+
9015879,9015884,chr5,179534560,179534728,+
9021687,9021694,chr5,179794019,179794090,+
9022437,9022442,chr5,179808415,179808584,+
9028576,9028581,chr5,180124170,180124219,+
9035620,9035626,chr5,180467247,180467340,+
9040092,9040096,chr5,180669342,180669383,+
9041446,9041450,chr5,180785661,180785724,+
9041861,9041868,chr5,180803433,180803528,+
9041877,9041881,chr5,180803753,180803845,+
9041884,9041888,chr5,180803959,180804027,+
9041888,9041894,chr5,180804054,180804085,+
9048383,9048394,chr5,181202421,181202660,+
9054536,9054541,chr6,225186,225392,+
9054541,9054548,chr6,225419,225600,+
9057594,9057600,chr6,404092,404163,+
9058114,9058118,chr6,434797,434846,+
9061906,9061912,chr6,684066,684124,+
9063418,9063423,chr6,788180,788296,+
9064818,9064824,chr6,901199,901303,+
9064834,9064839,chr6,901849,902031,+
9067282,9067289,chr6,1111062,1111179,+
9067563,9067568,chr6,1136443,1136625,+
9067568,9067572,chr6,1136638,1136700,+
9067572,9067576,chr6,1137000,1137144,+
9068107,9068111,chr6,1183416,1183518,+
9068566,9068571,chr6,1227887,1227994,+
9068889,9068897,chr6,1251462,1251681,+
9069386,9069391,chr6,1296214,1296294,+
9070245,9070251,chr6,1335839,1336002,+
9076365,9076370,chr6,1641395,1641603,+
9076933,9076938,chr6,1679576,1679809,+
9077081,9077086,chr6,1686207,1686247,+
9077580,9077587,chr6,1724334,1724379,+
9077588,9077595,chr6,1724742,1724898,+
9078045,9078049,chr6,1761539,1761905,+
9078053,9078061,chr6,1762349,1762466,+
9078145,9078149,chr6,1767548,1767771,+
9078521,9078527,chr6,1802854,1803156,+
9078782,9078786,chr6,1832745,1832857,+
9078852,9078857,chr6,1838927,1839343,+
9080605,9080609,chr6,2021708,2021806,+
9080713,9080717,chr6,2038264,2038439,+
9081408,9081412,chr6,2124392,2124435,+
9081442,9081455,chr6,2127598,2127914,+
9082277,9082282,chr6,2225563,2225906,+
9082708,9082712,chr6,2258861,2259376,+
9084426,9084431,chr6,2450660,2450681,+
9085342,9085346,chr6,2515480,2515534,+
9087975,9087980,chr6,2743936,2743992,+
9087980,9087984,chr6,2744009,2744204,+
9087984,9087989,chr6,2744243,2744383,+
9088840,9088844,chr6,2793760,2793827,+
9089068,9089072,chr6,2810108,2810199,+
9089381,9089385,chr6,2840690,2840967,+
9089648,9089652,chr6,2854718,2854881,+
9089699,9089703,chr6,2857690,2857724,+
9089710,9089718,chr6,2858083,2858425,+
9091053,9091058,chr6,2940512,2940621,+
9091114,9091119,chr6,2943334,2943571,+
9091467,9091472,chr6,2961852,2962015,+
9091472,9091477,chr6,2962083,2962175,+
9091854,9091859,chr6,2986028,2986189,+
9092552,9092565,chr6,3023318,3023443,+
9092565,9092572,chr6,3023471,3023682,+
9092573,9092579,chr6,3023786,3023825,+
9092983,9092988,chr6,3053262,3053302,+
9094902,9094911,chr6,3135670,3135974,+
9095131,9095137,chr6,3146196,3146287,+
9095512,9095517,chr6,3160102,3160184,+
9095517,9095525,chr6,3160216,3160314,+
9095919,9095924,chr6,3178824,3178966,+
9099421,9099427,chr6,3363510,3363723,+
9099596,9099601,chr6,3378282,3378423,+
9099764,9099772,chr6,3389892,3390133,+
9099776,9099780,chr6,3390849,3390935,+
9099808,9099812,chr6,3393967,3394093,+
9099997,9100004,chr6,3409896,3410019,+
9100007,9100012,chr6,3410331,3410412,+
9100058,9100064,chr6,3414713,3414948,+
9100114,9100121,chr6,3418805,3418931,+
9100388,9100392,chr6,3438437,3438494,+
9101458,9101462,chr6,3500497,3500579,+
9101688,9101692,chr6,3518451,3518467,+
9102690,9102694,chr6,3612443,3612763,+
9102858,9102867,chr6,3623668,3623841,+
9102961,9102965,chr6,3628703,3628804,+
9103423,9103428,chr6,3664934,3664986,+
9104492,9104497,chr6,3749460,3749524,+
9104503,9104507,chr6,3749776,3749823,+
9104507,9104513,chr6,3749867,3750093,+
9105076,9105084,chr6,3766332,3766505,+
9105675,9105680,chr6,3803711,3803815,+
9105986,9105998,chr6,3825630,3825767,+
9105998,9106011,chr6,3825820,3826283,+
9106599,9106603,chr6,3870053,3870289,+
9107031,9107035,chr6,3900299,3900343,+
9107219,9107224,chr6,3913306,3913813,+
9107552,9107557,chr6,3943151,3943220,+
9107557,9107566,chr6,3943482,3943654,+
9109243,9109251,chr6,4084770,4085215,+
9112795,9112799,chr6,4461091,4461141,+
9116508,9116513,chr6,4794463,4794578,+
9117697,9117702,chr6,4910087,4910243,+
9119384,9119392,chr6,5032787,5033066,+
9121008,9121013,chr6,5132741,5132982,+
9124405,9124414,chr6,5457978,5458097,+
9126635,9126639,chr6,5677281,5677444,+
9128433,9128437,chr6,5831598,5831723,+
9134614,9134618,chr6,6515877,6515918,+
9136358,9136363,chr6,6678376,6678532,+
9136424,9136430,chr6,6683533,6683741,+
9136436,9136444,chr6,6684548,6684790,+
9136489,9136497,chr6,6687401,6687656,+
9136497,9136501,chr6,6687723,6687948,+
9136551,9136556,chr6,6694944,6695028,+
9136764,9136773,chr6,6711797,6712099,+
9136937,9136941,chr6,6723969,6724024,+
9137331,9137336,chr6,6748521,6748601,+
9137336,9137342,chr6,6748629,6748841,+
9137342,9137347,chr6,6748866,6748906,+
9138238,9138242,chr6,6820515,6820623,+
9138242,9138246,chr6,6820641,6820850,+
9138442,9138449,chr6,6834944,6835219,+
9138599,9138603,chr6,6851126,6851215,+
9139108,9139112,chr6,6891203,6891372,+
9140219,9140229,chr6,6969776,6970143,+
9141193,9141198,chr6,7050821,7050886,+
9141198,9141202,chr6,7050970,7051067,+
9141469,9141476,chr6,7061380,7061573,+
9141686,9141691,chr6,7073924,7073967,+
9141875,9141884,chr6,7086543,7086804,+
9141889,9141893,chr6,7087795,7087837,+
9142574,9142578,chr6,7121663,7121814,+
9142800,9142806,chr6,7139594,7140335,+
9142806,9142810,chr6,7140421,7140545,+
9142895,9142899,chr6,7141925,7141954,+
9142944,9142948,chr6,7143595,7143700,+
9142952,9142956,chr6,7145031,7145246,+
9142959,9142968,chr6,7145805,7146261,+
9143174,9143178,chr6,7165108,7165259,+
9143246,9143251,chr6,7171323,7171422,+
9143563,9143574,chr6,7200983,7201433,+
9143609,9143615,chr6,7204547,7204833,+
9143744,9143748,chr6,7217059,7217155,+
9143748,9143757,chr6,7217381,7217606,+
9144135,9144145,chr6,7235773,7236336,+
9144225,9144230,chr6,7241316,7241492,+
9144234,9144241,chr6,7241894,7242122,+
9147727,9147734,chr6,7479757,7479825,+
9148358,9148363,chr6,7532356,7532450,+
9148903,9148908,chr6,7561141,7561244,+
9148908,9148914,chr6,7561262,7561402,+
9148914,9148922,chr6,7561533,7561693,+
9151383,9151387,chr6,7758700,7758737,+
9154488,9154492,chr6,8017309,8017373,+
9157242,9157247,chr6,8279257,8279352,+
9160968,9160972,chr6,8819518,8819617,+
9165163,9165167,chr6,9400037,9400188,+
9172343,9172351,chr6,10310871,10311091,+
9175816,9175822,chr6,10495191,10495329,+
9175988,9175993,chr6,10508603,10508866,+
9176201,9176207,chr6,10523052,10523220,+
9176331,9176335,chr6,10529702,10529758,+
9176401,9176411,chr6,10533703,10534173,+
9176724,9176745,chr6,10555819,10556358,+
9176764,9176770,chr6,10558680,10558812,+
9176897,9176901,chr6,10567728,10567855,+
9177097,9177101,chr6,10583499,10583543,+
9177947,9177956,chr6,10655810,10656104,+
9183266,9183271,chr6,11067806,11068079,+
9185104,9185110,chr6,11214548,11214724,+
9185128,9185134,chr6,11215887,11215998,+
9185159,9185163,chr6,11218865,11218911,+
